user_id,timestamp,text,emotion,age,year,month,day,day_of_week,hour,gender_masculino,gender_no binario,region_Este,region_Norte,region_Oeste,region_Sur,text_clean,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49,tfidf_50,tfidf_51,tfidf_52,tfidf_53,tfidf_54,tfidf_55,tfidf_56,tfidf_57,tfidf_58,tfidf_59,tfidf_60,tfidf_61,tfidf_62,tfidf_63,tfidf_64,tfidf_65,tfidf_66,tfidf_67,tfidf_68,tfidf_69,tfidf_70,tfidf_71,tfidf_72,tfidf_73,tfidf_74,tfidf_75,tfidf_76,tfidf_77,tfidf_78,tfidf_79,tfidf_80,tfidf_81,tfidf_82,tfidf_83,tfidf_84,tfidf_85,tfidf_86,tfidf_87,tfidf_88,tfidf_89,tfidf_90,tfidf_91,tfidf_92,tfidf_93,tfidf_94,tfidf_95,tfidf_96,tfidf_97,tfidf_98,tfidf_99
ea1e733e-4885-4dcb-98b8-1ddbda9d4cc8,2024-10-14 16:17:13,"I am frustrated because it is mad, stupid and irritated! Unacceptable!",enojado,-0.26960466946491946,-1.0753332240759526,1.0003951781374112,-0.27285078610006575,-1.4283575265975663,0.6522459288847665,1.0,0.0,1.0,0.0,0.0,0.0,i am frustrated because it is mad stupid and irritated unacceptable,0.0,0.0,0.2396637259692589,0.0,0.0,0.14600072090633107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2165974824021693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3655054529323036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455940695385369,0.1225994386256558,0.183466862924136,0.0,0.0,0.0,0.0,0.0,0.41858543948886023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4165114720777963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36806001693693735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d9ce6989-9f1d-4021-b239-1d38dcd3e61b,2024-07-28 15:06:53,This is terrible. This is awful,triste,1.4741071230942597,-1.0753332240759526,0.13124211285729728,1.3457555721206638,1.5619234083589575,0.5052443672699892,0.0,0.0,0.0,1.0,0.0,0.0,this is terrible this is awful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5932232966820158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3688256046467012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5766251504112243,0.0,0.4237419374382827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a68b4ae-b9d7-41c6-ac41-190671842b61,2024-01-21 22:25:34,I am furious! So frustrated!,enojado,-1.6109214329719803,-1.0753332240759526,-1.6070640177029305,0.536452393010299,1.5619234083589575,1.53425529857343,0.0,0.0,1.0,0.0,0.0,0.0,i am furious so frustrated,0.0,0.0,0.3535579026280307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5392027550903942,0.6056169506032005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4663532004117447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0f16e333-893a-4572-b3bc-9fcd79dada65,2025-10-14 17:30:46,This is normal. Everything feels common and typical. I think this is standard and average. Just fine.,neutral,1.1387779322174945,0.7659907897525441,1.0003951781374112,-0.27285078610006575,-0.9299773707714789,0.7992474904995437,1.0,0.0,0.0,1.0,0.0,0.0,this is normal everything feels common and typical i think this is standard and average just fine,0.0,0.0,0.0,0.0,0.0,0.23364945975592316,0.0,0.0,0.0,0.34192521715940544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35363766924428985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17628938046648057,0.0,0.0,0.0,0.0,0.0,0.17628938046648057,0.29348063336589636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1961996654772804,0.0,0.0,0.34192521715940544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3155697730742728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3239570542819968,0.0,0.0,0.0,0.0,0.0,0.17628938046648057,0.2254128382809101,0.0,0.336630643790988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e1480809-9b62-44be-85b2-0627bc0df8f3,2024-10-17 23:49:39,"I am stunned because it is unbelievable, surprised and wow! I cannot believe it!",sorprendido,1.0046462558667884,-1.0753332240759526,1.0003951781374112,0.07399343351866199,0.06678294088069564,1.6812568601882072,1.0,0.0,0.0,0.0,1.0,0.0,i am stunned because it is unbelievable surprised and wow i cannot believe it,0.0,0.0,0.21911807388807678,0.0,0.0,0.13348451719960905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1980292301683467,0.34260835327588196,0.34260835327588196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1120893566298762,0.33547759856976406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3718497387332591,0.0,0.0,0.3636606846681791,0.0,0.0,0.0,0.0,0.0,0.0,0.4017037531360269,0.0,0.0,0.0,0.0,0.0,0.0,0.3212415599341844
29476b0d-2ca4-4822-84b9-ea536bec1b38,2024-02-09 21:30:15,"This is typical because it is typical, adequate and normal.",neutral,-0.2025388312895664,-1.0753332240759526,-1.317346329276226,-0.850924485464612,0.5651630967067829,1.3872537369586526,0.0,0.0,1.0,0.0,0.0,0.0,this is typical because it is typical adequate and normal,0.0,0.3463872503152429,0.0,0.0,0.0,0.13395838418489212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19873222940950572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224974542568242,0.16833426818868955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36185161260618753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12923607707967588,0.0,0.7720025915141036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
af081a69-6b8b-48e2-bfb8-0c2e33cbd7bc,2025-02-23 16:07:43,I hate this!,enojado,1.4741071230942597,0.7659907897525441,-1.317346329276226,0.7676818727561174,1.5619234083589575,0.6522459288847665,0.0,1.0,0.0,0.0,0.0,1.0,i hate this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9335274621189593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35850589600414523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41c9a68c-fdec-4ed6-a9dc-2b7738404926,2025-03-08 05:02:17,I am outraged. Everything feels livid and unacceptable. I think this is furious and outraged! I hate this!,enojado,-1.4097239184459212,0.7659907897525441,-1.0276286408495212,-0.9665392253375212,1.0635432525328703,-0.9647712488777831,0.0,0.0,0.0,0.0,0.0,0.0,i am outraged everything feels livid and unacceptable i think this is furious and outraged i hate this,0.0,0.0,0.1810800320100526,0.0,0.0,0.22062425265474095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16646181359466455,0.0,0.0,0.0,0.0,0.0,0.16646181359466455,0.0,0.0,0.3101758891143607,0.0,0.0,0.0,0.27712003046199846,0.0,0.0,0.0,0.0,0.0,0.09263108207537343,0.0,0.0,0.0,0.37771350422419203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6233100374595716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16646181359466455,0.21284679637804746,0.0,0.0,0.27809097675928623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84919c19-8e76-49d6-ad6e-b11ec8215427,2024-07-02 16:26:18,This makes me smile. Everything feels cheerful and smile. I think this is great and fantastic! :),feliz,0.9375804176914353,-1.0753332240759526,0.13124211285729728,-1.6602276645749767,-0.9299773707714789,0.6522459288847665,1.0,0.0,1.0,0.0,0.0,0.0,this makes me smile everything feels cheerful and smile i think this is great and fantastic,0.0,0.0,0.0,0.0,0.0,0.2123771296479445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33843870417861743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1602393288218867,0.0,0.0,0.31246925513480495,0.0,0.0,0.1602393288218867,0.0,0.0,0.0,0.0,0.26960012624396784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08916845310808685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2799095018437296,0.2799095018437296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6215901055403467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1602393288218867,0.20489040132985967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c98c89cc-60fe-4632-8b3e-e415ac31c147,2024-08-16 14:24:18,This hurts. Everything feels sad and devastating. I think this is crying and miserable. :(,triste,-1.141460565744509,-1.0753332240759526,0.4209598012840019,-0.04162130635424726,0.5651630967067829,0.35824280565521205,0.0,0.0,0.0,0.0,0.0,1.0,this hurts everything feels sad and devastating i think this is crying and miserable,0.0,0.0,0.0,0.0,0.0,0.2703454016695555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43707339445483,0.0,0.0,0.0,0.4021658817833215,0.0,0.0,0.0,0.0,0.0,0.20397660419191102,0.0,0.0,0.0,0.0,0.0,0.20397660419191102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11350695487654162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46714743575072903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3875414041422594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20397660419191102,0.26081517316661523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
